,Response,Ai-generated
2198,election deal faltered over heath rolethe tories failed to hold onto power in  after liberals demanded sir edward heath quit in return for cooperationdocuments released after  years reveal the failed negotiations by the then prime minister following the dramatic february general election liberal leader jeremy thorpe appeared willing to form a coalition government but it partly collapsed over the conservative leaders own role prompting the queen to ask harold wilson to form a labour government the february  general election surprised the nation when it created a hung parliament with no party in overall control sir edward had gone to the country for a fresh mandate amid the spiralling economic crisis a miners strike and the subsequent threeday week labour emerged with the most seats  but its  mps were  short of the number mr wilson needed to form a majoritysir edward who had received more votes but had fewer mps believed he had the authority to remain at number  providing the  liberal mps would support his government he said the liberals could keep out labour in three ways lend ad hoc support to his minority government help draw up the governments programme or have up to three cabinet members in a coalition with the conservatives according to the documents released at the national archives the friendly and easy first meeting indicated that both sir edward and mr thorpe thought they had the makings of a deal mr thorpe was in high spirits having just led his party to a historic jump in support he also argued for a grand coalition of all three main parties but sir edward said that was impossible because the labour left was set against it and the pair settled on trying for a conservativeliberal pacthours later sir edwards hopes of a deal unravelled as mr thorpes colleagues refused to support him jeremy said he was encountering a rather embarrassing problem with his colleagues about the prime minister personally reads a telephone memo for mr heaththey feel they could not agree to serve as long as he is the prime minister asked if this was his own view he said  no it was not i am very close to ted and thought he was by far the most able man we had and he would be perfectly happy to serve  it was only some of his colleagues who were being difficult the following day the stickling points had clearly become twofold mr thorpes colleagues wanted electoral reform and sir edwards resignation mr thorpe told sir edward i am sorry this is obviously hell  a nightmare on stilts for you somehow i personally hope that we can work something outfour hours later sir edward called the liberal leader back to downing street in a last attempt at a deal the minutes of the meeting show how the chance of a coalition government quickly evaporated the pm said he was bound to tell mr thorpe that his colleagues had told him that they would not agree to serve under any other prime minister mr thorpe was at liberty to verify this by talking to one or two of the prime ministers colleagues documents show that sir edward mulled over resigning and perhaps returning to coalition government in a labourled coalition but he already knew mr wilson would not form a coalition with either the liberals or the conservatives because of the opposition of the labour left within hours of his final talks with mr thorpe sir edward told the nation he was resigning and the queen invited mr wilson to form a new minority government,0
2199,ukip outspent labour on eu pollthe uk independence party outspent both labour and the liberal democrats in the european elections new figures showukip which campaigned on a slogan of say no to europe spent â£m on the campaign  second only to the conservatives â£m the campaign took ukip into third place with an extra  meps labours campaign cost â£m the lib dems â£m and the greens â£ according to figures revealed by the electoral commission on wednesday much of the ukip funding came from yorkshire millionaire sir paul sykes who helped bankroll the partys billboard campaign critics have accused the party of effectively buying votes but a ukip spokesman said labour and the conservatives had spent â£m between them on the last general election with the advantages of public money the others have the only way the smaller parties can get their message across is by buying the advertising space he added,0
2200,labour battle plan hides blairthe tories have accused tony blair of being terrified of scrutiny after labour unveiled details of how it will fight the next general electionin a break with tradition the party will ditch the leaders battle bus and daily press briefings in westminster instead mr blair will travel to key cities and marginal seats to deliver the partys message labour election chief alan milburn denied the party was trying to hide the prime ministerhe promised the most positive and upbeat election campaign labour has ever run but tory cochairman liam fox said labours plans showed mr blair was terrified of facing proper scrutinyat a time when the british people are looking for more accountability and openness this government turns its back on them abandoning plans to tour the country and scared to face journalists in a press conference  it does rather beg the question what have they got to hide the general election is widely expected next may and all the parties are stepping up their campaign preparations mr milburn said the economy would take centre stage in labours campaign in what would be a watershed election and the last stand of the thatcherites mr milburn said labours slogan would be britain is working  dont let the tories wreck itthe tone of the campaign said mr milburn would be more conversational than rhetorical more spontaneous less scripted less national more local and less based on issues and more concentrated on people the approach is particularly designed to appeal to women voters he said mr milburn brushed aside questions over why the chancellor was not present at the cabinet meeting to discuss election strategy particularly since such importance was being given to the economy im not privy to everybodys diary he said mr brown has headed labours preparations for previous polls but mr milburn is taking that role this time in a break with the past labour will not hold a daily news conference in london it will not be a battle bus style campaign either he saidin previous elections each party leader has had their own battle bus transporting national newspaper television and radio reporters to staged campaign events around the country mr milburn said labours media effort this time would focus more on local newspapers and broadcasters with every local radio station given the chance to interview the prime minister mr milburn said there would also be a greater effort to set up facetoface meetings between ministers and the electorate former downing street media chief alastair campbell is also returning to advise labour on media strategy and campaigningmr milburn said no decision had been taken yet over whether david blunkett would have a prominent role in the election liberal democrat chief executive lord rennard suggested labour was avoiding news conferences in london because it wanted less scrutiny of its record and proposals tony blair seems to have disappeared from labour leaflets and broadcasts he said in contrast charles kennedy will feature prominently in the liberal democrat campaign right across the country,0
2201,campbell returns to election teamexdowning street media chief alastair campbell will return to the fold to strengthen labours general election campaign the party has confirmedmr campbell has consistently made public his keenness to play a part in the poll expected in may both culture secretary tessa jowell and deputy prime minister john prescott have welcomed his return he is a strong labour party member mr prescott told bbc ones breakfast with frost programmemr campbell quit number  in august  after being tony blairs righthand man at the  and  elections labour have refused to discuss his exact new position and have not said how it would affect his downing street replacement david hill of course alastairs going to be part of the election campaign and i think that all of us who will also be part of the election campaign are very pleased about that ms jowell told sky newsbut she said his return would not put anybody elses nose out of joint this is the daft thing about the way in which politics is written about ms jowell added theres room for everybody we serve the country better if we make room for all the talent a labour source told the sunday times mr campbell would effectively front the election media campaign but said he would be given no formal titlelabour strategists told the paper he would be set loose on conservative leader michael howard in attacking his partys economic record when it was in power they used pictures from the s in the  campaign to remind people of the winter of discontent  and now its our turn the source told the paper making michael howard leader gives us an unmissable opportunity to remind people what it was like to pay mortgage rates of  even if it was more than a decade ago mr campbell was at the centre of the governments row with bbc over andrew gilligans story about the iraq weapons dossier the hutton inquiry cleared him of sexing up the dossier in the runup to the iraq war since leaving downing street he has toured the country with his one man show an audience with alastair campbell and presented a number of interview programmes for channel ,0
2202,conservative mp defects to laboura conservative mp and former minister has defected to labourrobert jackson  mp for wantage in oxfordshire said he was disillusioned with the partys leadership and its dangerous views on europe prime minister tony blair declared himself delighted saying mr jackson would be warmly welcomed by labour mps mr jackson who has clashed with his leaders over tuition fees and europe in the past served as higher education minister between  and  in a letter to his constituency chairman he wrote it is in the countrys best interest that tony blair rather than michael howard should form the next government while saying he admired mr blairs courageous leadership of the country he bitterly criticised the conservatives stance on europe the conservative partys hostility to europe has now hardened to the point at which it advocates the unilateral denunciation of britains treaty obligations he wrotemr blair said mr jackson was a decent fairminded and dedicated public servant who will be warmly welcome by labour mps and members as he rightly says the conservatives have learned nothing from their two election defeats and are if anything drifting further rightwards he added a spokesman for michael howard said mr jacksons views on policy issues were very different from those of the party leadership he believes students should pay tuition fees that tony blair should not be criticised over his handling of the iraq war and that more powers should be given to europe the spokesman said he added that it was not surprising mr jackson had chosen to leave the conservatives mr jackson is due to stand down at the next election he is the third conservative mp to defect to labour since ,0
2203,tory stalking horse meyer diessir anthony meyer the tory backbencher who challenged margaret thatcher for the party leadership in  has diedhe was  had been suffering from cancer for many months and died at his london home that failed stalking horse leadership challenge made it easier for michael heseltine to mount his own bid that in turn paved the way for john major to move into  downing street after the second ballot meyers constituency party clwyd north west which he had represented as an mp for more than  years deselected him as a result of that challenge sir anthony john charles meyer was born on  october  educated at eton and at new college oxford he served in the scots guards from  to  and was wounded in tanks in normandy he worked under edward heath on europe at the foreign office and subsequently won the eton and slough seat for the tories in   by  votes labour regained the seat two years later and meyer had to wait until  before he could reenter parliament his prospects of a front bench slot remained remote because he tended to defy the party line,0
2204,uk youth interested in politicsthe majority of young people are interested in politics holding strong opinions on policies and have a keen appetite for direct actionresearch undertaken for voting watchdog the electoral commission suggests  of  to yearolds feel strongly about issues like crime and education the survey findings are being released to coincide with the launch of the y vote mock elections  initiative mock elections are planned to take place in schools across the ukelectoral commission boss sam younger said we know that young people often feel disengaged from democratic life and we believe in working creatively to encourage their interest and participation mock elections can play an extremely valuable role in helping young people understand how the democratic process works and why it matters he said the survey of a sample of  british  to yearolds and   to year olds showed britains young people are far from apathetic about issues that matter to most of their lives the y vote initiative is being run jointly by the electoral commission the hansard society and the department for education and skills in the runup to local elections and the general election possibly on  may michael rafferty who is mock elections project manager at the hansard society said he looked forward to seeing schools and colleges across the uk participating in the mock votes,0
2205,mps issued with blackberry threatmps will be thrown out of the commons if they use blackberries in the chamber speaker michael martin has ruledthe â£ handheld computers can be used as a phone pager or to send emails the devices gained new prominence this week after alastair campbell used his to accidentally send an expletiveladen message to a newsnight journalist mr martin revealed some mps had been using their blackberries during debates and he also cautioned members against using hidden earpiecesthe use of electronic devices in the commons chamber has long been frowned on the sound of a mobile phone or a pager can result in a strong rebuke from either the speaker or his deputies the speaker chairs debates in the commons and is charged with ensuring order in the chamber and enforcing rules and conventions of the house he or she is always an mp chosen by colleagues who once nominated gives up all party political allegiances,0
2206,talks aim to avert pension striketalks aimed at averting a series of national strikes over pensions reforms will take place this weekendfive public sector unions will hold private talks with deputy prime minister john prescott at labours spring conference in gateshead they want the government to withdraw regulations  due to be introduced in weeks  which would raise the pension age for council workers from  to  up to m workers could take part in a strike already earmarked for  march however all sides are anxious to avoid a major confrontation in the run up to the general election said bbc labour affairs correspondent stephen cape in four days britains biggest union unison will start balloting  local government workers on strikes other public sector unions have pledged to follow it is just weeks before new regulations are introduced to raise the pension age of local government workersthe five unions meeting mr prescott want the government to withdraw these regulations this would allow months of tough negotiations to follow said our correspondent but a spokesman for mr prescott warned that the changes to the local government pension scheme would have to go ahead in april privately ministers believe this will be the less painful option our correspondent added the public and commercial services union pcs will coordinate any industrial action with up to six other public sector unions pcs leader mark serwotka warned last week that there could be further walkouts unless there was a government rethink for a government that lectures everyone on choice  choice on public service choice on this and choice on that  isnt it ironic that theyre saying to public sector workers there is no choice he said if you want the pension you were promised when you started you must work for an extra five years  that is working until people drop in the th century its completely unacceptableunisons  workers the transport and general workers unions  and amicus  are among those being balloted about a  march walkout mr prescott held a private meeting with senior union figures last week it is understood no deal was offered in that meeting but there was room for further negotiations,0
2207,stalemate in pension strike talkstalks aimed at averting national strikes over pension reforms have ended without agreement after  minutesfive public sector unions met deputy prime minister john prescott at the labour spring conference in gateshead they want the government to withdraw regulations  due to be introduced in weeks  which would raise the pension age for council workers from  to  up to  million workers could take part in strikes earmarked for  march discussions will resume next weeka spokesman for unison britains biggest union said after saturdays meeting at least we are still talking all sides are anxious to avoid a major confrontation in the run up to the general election said bbc labour affairs correspondent stephen cape in four days unison will start balloting  local government workers on strikes other public sector unions have pledged to follow the five unions which met mr prescott want the government to withdraw these regulations this would allow months of tough negotiations to follow said our correspondent but a spokesman for mr prescott warned that the changes to the local government pension scheme would have to go ahead in aprilprivately ministers believe this will be the less painful option our correspondent added the public and commercial services union pcs will coordinate any industrial action with up to six other public sector unions pcs leader mark serwotka warned last week that there could be further walkouts unless there was a government rethink for a government that lectures everyone on choice  choice on public service choice on this and choice on that  isnt it ironic that theyre saying to public sector workers there is no choice he said if you want the pension you were promised when you started you must work for an extra five years  that is working until people drop in the th century its completely unacceptableunisons  workers the transport and general workers unions  and amicus  are among those being balloted about a  march walkout mr prescott held a private meeting with senior union figures last week it is understood no deal was offered in that meeting but there was room for further negotiations,0
2208,parties warned over grey votepolitical parties cannot afford to take older uk voters for granted in the coming election says age concerna survey for the charity suggests  of overs say they always vote in a general election compared with just  of  to  year olds charity boss gordon lishman said if a decisive blow was struck at the election it would be by older voters who could be relied on to turn out a total of  adults aged  or over were interviewed for the study mr lishman urged the next government to boost state pensionhe also called for measures to combat ageism and build effective public services to support us all in an ageing society older people want to see manifesto commitments that will make a difference to their lives mr lishman said political parties must wake up to the fact that unless they address the demands and concerns of older people they will not keep or attract their vote in the survey carried out by icm research  of people aged between  and  said they never voted in general elections among the overs  said they would be certain to vote in an immediate election compared with  of people under  age concern says the overs are united around key areas of policy they want the government to focus on for  pensions and the nhs were key issues while the economy was important for a third and tax was a crucial area for the report was welcomed by conservative shadow pensions secretary david willetts the pensioners voice must certainly be heard in the next election as they have never fitted into blairs cool britannia he said labours continued refusal to admit the true extent of the pensions crisis will be one of the monumental failures of this government he pointed to tory plans to increase the basic state pension to reduce means testing strengthen company pensions and encourage savings a liberal democrat spokesman said the party took the issues raised in the report very seriously he highlighted the partys promises to raise the basic state pension provide free longterm care for the elderly and replace council tax seen as a particular problem for pensioners on fixed incomes labour has said it wants to use savings reforms to incapacity benefit to improve the basic state pension and has set up a review of the council tax system,0
2209,blair to face trust issue head ontony blair says he will be facing the issue of trust and his own integrity head on during the election campaignduring a question and answer session with firsttime voters on five news mr blair said he had no option but to confront it by talking to people he also dismissed claims government plans to get  of young people into university would devalue degrees he was not forcing anyone to go to university but places should be there for those who wanted them he said in answer to a question from yearold liverpool student david dunne about concerns over the prime ministers personal integrity mr blair said talking was the only answer youve just got to confront it and say to people lets have a discussion on the things that worry you the things that make you say i cant trust you or i am against you on this the worst thing in politics was that the electorate only got little snatches of policy from things like prime ministers questions and the news headlines this was why he wanted to get out of the  seconds on the news he addedby talking through policies at least people understood the reason for them even if they did not agree with them he said mr blair also faced questions about british policy on iran and its alleged nuclear weapons programme he insisted there was no plan for an invasion of the country saying sometimes people say because of what has happened in iraq this is the next place instead there was a real chance of a peaceful resolution to the problem he said,0
2210,csa chief who quit still in jobthe head of the failing child support agency widely reported to have resigned three months ago is still at the helm of the troubled organisationdoug smiths departure was announced by work secretary alan johnson on  november as mps grilled him over the agencys poor performance his resignation was referred to by both tory and lib dem leaders during that days prime ministers questions officials now say he did not resign but will move on under civil service rulesmr smiths departure was reported widely at the time as his shouldering the blame for the failings of the child support agency in january the mps who make up the commons work and pensions committee published a highly critical report into the failing agency noting the chief executive has now left and hoping the new leadership will bring a fresh approach to what is a failing organisationon that days today programme mr johnson was asked why mr smith had been allowed to resign rather than be sacked he replied the chief executive decided it was time to move on there is a new chief executive coming in it now emerges that the widespread belief mr smith made commander of the order of the bath in the new year honours had left was wrong a department for work and pensions spokeswoman confirmed mr smith was still in post and that he would continue in the job until a replacement was found no date was ever given for doug smiths departure she said adding that the post had been advertisedtory work and pensions spokesman david willetts said families affected by csa failings would wonder why mr smith was still in his job three months after his departure was announced the csa has been surrounded by controversy since its introduction in  to assess and enforce child support payments by absent parentsthe work and pensions committee launched their inquiry into the csas performance after it became clear that despite the introduction of a simpler system of calculating maintenance payments for new cases in  a backlog of claims was still building up it is currently chasing outstanding payments of more than â£m while a further â£m has been designated as unrecoverable the mps found american it giant eds â£m system was nowhere near being fully functional and the number of dissatisfied disenchanted and angry customers continues to escalatein november when he surprised mps and the watching media by announcing mr smiths departure mr johnson said i should tell you that doug has decided that now is the time to stand aside and to allow a new chief executive to tackle the challenges ahead doug has exceeded the four years that senior civil servants are now expected to remain in a particular post so doug believes that we have reached the natural breakpoint at which he can hand over the reins lib dem sir archy kirkwood who chairs the commons work and pensions committee said that when mr johnson had announced mr smith was going he got the clear impression the csa chief was retiring though it had since emerged that was not the case and he may be seeking new employment opportunitieshe added his committee was duty bound to allow the work and pensions secretary to get new management into place in the csa and it would be premature to say anything further on the issue at the moment but committee member and tory mp nigel waterson said he was amazed mr smith was still in his job when mr smith and the secretary of state came to give evidence we were led to believe he was going shortly he said even if he was working out three months notice he should have been clearing his desk by now asked on thursday about mr smiths position mr johnson told bbc radio s world at one he thought it was a nonstory he added that he had been absolutely open when he announced mr smiths departure to the select committee and how people chose to interpret it was a different thing the major issue is have we got a new chief executive coming into this very important agency as quickly as possible and have we gone through the right selection process to make sure weve got the right people he added,0
2211,blair moves to woo jewish voterstony blair has pledged to never ever ever attack tory leader michael howard over his jewish beliefsthe prime minister told the jewish chronicle if you look at what i do i attack michael howard politically mr blair also distanced himself from recent labour campaign posters featuring mr howard which critics claimed were antisemitic these were not intended to cause any offence to anyone on the jewish community mr blair insistedone poster depicted mr howard and his shadow chancellor oliver letwin who is also jewish as flying pigs another pictured the tory leader swinging a pocket watch on a chain which critics said echoed the jewish money lender shylock in shakespeares merchant of veniceothers compared the image to the character fagin in charles dickens oliver twist labour has since taken the designs of its website saying members had preferred other designs during his interview with the jewish chronicle mr blair said ive been a very strong supporter of the jewish community and israel and will always be so pressed on whether he would draw attention to mr howards jewish beliefs in an attempt to attract muslim support he replied the idea that i would allow anybody to make such a charge is outrageous its untrue if you look what i do i attack michael howard politically i would never ever ever attack him on that basismr blair also defended his partys attitude towards the jewish community pointing out that it was his government that had introduced the holocaust memorial day he added that labour also aggressively fought all forms of racismneither the conservatives nor the liberal democrats wished to comment on mr blairs words the prime minister was speaking as londons labour mayor ken livingstone remains embroiled in a row over comments he made to a jewish reporter from the citys evening standard newspaper mr blair repeated calls for the mayor to apologise for likening the reporter oliver finegold to a concentration camp guard mr livingstone should have withdrawn the comment immediately once he realised the journalist was jewish said mr blair im sure that is what in truth he wants to do well he should do it mr livingstone has said he could not sincerely say sorry for the comments he made and claims he has been targeted by the newspaper he conceded his comments may have been offensive but were not racist and said earlier this week he would not apologise even if mr blair asked,0
2212,parties plans for council taxanger at council tax rises spilled over into mass protests in  when the average english bill rose pensioners protests spread  some marched others simply refused to pay the increase some such as yearold elizabeth winkfield said they would rather go to jail the audit commission found the whole local government finance system was fundamentally flawed and all three of the main parties have said the system has to changelabour says it wants to retain the propertybased tax but reform it to make it fairer and says there is scope for councils to become more efficient they say they are already helping pensioners with council tax bills with a â£ lump sum for the overs and last year the government capped some local councils budgets to keep demands down deputy prime minister john prescott has said the current system is not sustainable in the long term and said there would be radical reform the party says this years increases will be the lowest in a decade a report last year looked at increasing the number of council tax bands and other forms of local taxation such as reformed business rates although no decisions have been made an independent inquiry into its findings the lyons review is due to report back at the end of the tories have promised a reduction on bills for pensioners who they say have been hardest hit by yearonyear increases in council tax they say they can save â£bn on government waste of which â£bn could be used to cut pensioners bills by an average of â£ it would not be means tested say the tories because that would create more bureaucracy and could discourage people from saving for their retirement instead households where council tax payers are over  would get a rebate covering half their bill up to a maximum of â£ the tories also say they are suspicious about any proposals to revalue homes  currently graded according to their value in   because they believe seven million of homes could move up a bandthe liberal democrats want to do away with the council tax altogether and switch to a local income tax of the kind seen in the usa norway and switzerland the rate would be set locally but administered by the inland revenue which they say would save at least â£m they say the council tax is the most unpopular and most unfair tax in britain because it puts a ceiling on what the richest pay the party says it would aim for a â£ taxfree personal allowance or a â£ allowance for the overs after that income would be taxed up to â£ the lib dems say their plan is fairer more efficient has already been tested abroad and offers more accountability,0
2213,labour in constituency race rowlabours choice of a white candidate for one of the uks most multiracial seats proves the need for allblack short lists says a race grouplocal councillor lyn brown was selected for west ham east london in a contest between two white and five ethnic minority women an operation black vote spokesman said they now wanted to meet labour party chairman ian mccartney for discussions mr mccartney recently announced party consultation on allblack shortlists however labour has so far unable been unable to comment on the implications of the west ham resultashok vishwanathan of operation black vote which aims to increase ethnic minorities participation in the political process and their representation said the result again showed allwomen shortlists were not effective in getting minority women selected i think allblack shortlists are the only way to cut to the chase and address the lack of minority candidates mr vishwanathan saidlast month the chairman of the commission for racial equality cre also called for ethnic minority shortlists in certain circumstances a cre spokesman said the organisation had nothing to add on the shortlist issue specifically but would be working with all the political parties to address the underrepresentation of ethnic minorities in parliament we will be raising it with each of the party leaders on a formal basis and helping them find the most appropriate way forward the spokesman said ethnic minorities make up  of the united kingdom population but only  of mps   out of   are from a visible minority group twelve of them represent labour and one is a liberal democrat if ethnic minorities were represented in the house of commons in proportion to their numbers in the population there would be  ethnic minority mps,0
2214,mps tout lords replacement plana group of mps has tried to raise the pressure on tony blair over reform to the house of lords by publishing a detailed blueprint for changethe crossparty group has unveiled a draft bill proposing a smaller second chamber in which  of members would be elected mps and peers have failed to agree on reform since  when  hereditaries lost their seats the group says it can win support for removing the last  hereditaries the government postponed plans to remove the remaining hereditary peers because they said they were unlikely to succeed after opposition in the lords tony blair has argued there needs to be consensus on reforms there have been suggestions there will be proposals for changing at least the powers of the lords in labours manifestobut the allparty group including tories ken clarke and sir george young labours robin cook and tony wright and liberal democrat paul tyler is confident its plan would win support from a large majority and they list former conservative leader william hague and former labour leader neil kinnock as supporters of the plans the group says the british public and a clear majority of mps support replacing the lords with a largelyelected second chamber their plan would see the house of lords being renamed the second chamber of parliament and its members would be known as mscpsthere would be  mscps including  elected members  appointed members and  bishops they would serve for between  and  years mr cook said holding elections for mscps on the same day as those for mps might help motivate the electorate and increase voter turnout he added over the last year i have seen many statements from senior figures of this government insisting the public must have the right of choice what could be more important than a choice of the people who sit in our parliamentthe group believes pressure is growing for change and the governments current position is unsustainable it wants all three main parties to include a commitment to a largely democratic second chamber in their manifestos mr clarke said the issue went to the heart of reforming the health of the british political system and mr tyler said the prime ministers view that there was no agreement on the shape of the future of the lords was flawed the problem i think in the prime ministers mind is there doesnt appear to be a consensus that includes him he said we are providing a consensus the elect the lords campaign said the draft bill was an important contribution to the debate we believe this draft bill is detailed enough to form the basis of closer parliamentary scrutiny said coordinator peter facey in lieu of any other such clear proposals the government must permit that to happen,0
2215,hagues sixfigure earnings shownthe rewards of leaving frontbench politics are shown in the latest annual register of members intereststhe register shows former tory leader william hague earning up to â£ on top of his mps salary much of it from speaking fees his former shadow chancellor michael portillo makes up to â£ a year  partly because of speeches and tv work exhealth secretary alan milburn earned up to â£ from speeches articles and advice while not in the cabinetmr milburn was away from the frontbench for just more than a year between stepping down as health secretary and becoming labours election supremo his declared interests include â£ from newspaper articles and fees of up to â£ for four speeches he also commanded a salary of between â£ and â£ for being on investment company bridgepoint capitals european advisory committee his time out of office will however have lost him his â£ ministers salary mr hagues work outside parliament included two oneman shows which with other speaking fees netted him up to â£ he also earned up to â£ for a weekly column in the news of the world and between â£ and â£ for presenting bbcs have i got news for you mr hague was also paid an undisclosed amount for the newspaper serialisation of his biography of william pitt the younger and up to â£ for work as an adviser to various companiesformer defence secretary michael portillo makes some of his money as a nonexecutive director of bae systems he is to stand down as an mp at the next election and former foreign secretary robin cook was paid between â£ and â£ for the paperback edition of his book about his resignation from government his declared income of up to â£ also includes payments for being a consultant to the tote and for his regular column in the guardian newspaper the register also shows former home office minister ann widdecombe declaring a â£ advance for her third and fourth novels she also received up to â£ for acting as the guardians agony aunt and between â£ and â£ for appearing on itvs celebrity fit club david blunkett has become a paid adviser to indepen consulting limited now he is not home secretary  he helps them with seminars about the relationship between government and business he earns between â£and â£ for the worktony blairs entry confirms that king abdullah of jordan paid for him to fly from a holiday in egypt to official discussions  and for a sightseeing tour to wadi rum tory leader michael howards only fresh entry is a christmas hamper from the sultan of brunei he also declares a trip to mexico last year to address executives of news international and helicopter and private jet travel paid for by supporters liberal democrat leader charles kennedy registered donations to his office from supporters a free ticket to last years bafta awards and rent from a singlebedroom flat in london the register only contains new information for december   but monday saw the publication of the annual review of the register with the years details the payments are shown in bands of up â£ making it difficult to calculate the exact earnings,0
2216,schools to take part in mock pollrecord numbers of schools across the uk are to take part in a mock general election backed by the governmentsome  schools have already signed up for the y vote mock elections  run by the hansard society and aimed at boosting interest in politics pupils in the schools taking part will learn the skills of speech writers canvassers and political candidates schools minister stephen twigg said engaging young peoples interest was essential to the future of democracyhe added said young people who are engaged and motivated by the political process are essential to the future health of our democracy the mock elections initiative provides an opportunity for pupils to develop their own understanding of how the democratic process works and why it matters by experiencing the election process first hand  from running a campaign to the declaration of the final result  we hope that young people will develop the enthusiasm to take part in the future the hansard society the electoral commission and the department for education and skills are running the programme pupils will stand as party candidates speech writers and canvassers michael raftery project manager at the hansard society said the y vote mock elections for schools mirror the excitement and buzz of a real election raising awareness of citizenship and the benefits of active democracy the mock votes will take place around  may widely expected to be the date of the general election information packs including ballot papers and manifesto guides with elections happening in early may were sent out to the  schools invited to take part,0
2217,parties build up poll war cheststhe labour party received more than â£m in donations in the final quarter of  new figures showthis is nearly half of the â£ received by  political parties listed by the electoral commission the conservatives were in second place with donations totalling â£ while the liberal democrats received just over â£m the majority of labours donations came from affiliated trade unions there were also large sums from individuals lord drayson whose company powderject won multimillion pound contracts to provide smallpox vaccine to the government after the  september terror attacks gave â£ to the party just days before christmasthis followed an earlier donation of the same amount earlier in  he was made a lord by tony blair last year other significant donations came from retired millionaire businessman and philanthropist sir christopher ondaatje who gave the party a sum of â£ and refrigerator magnate william haughey obe who gave â£ the totals for the fourth quarter were well up on the same period of  as the parties built up their war chests for the general election campaign the largest donation to the conservatives was a bequest from ruth beardmore of nearly â£ the joint founder of merchant bank hambro magan gave â£ there were also donations topping â£ for the conservatives from scottish business groups focus on scotland and the institute of international research the worlds largest independent conference companyalso among the gifts to the tories were  donations totalling â£ from bearwood corporate services this company is controlled by the partys former treasurer lord ashcroft which has directed almost â£ to specific marginal constituencies over the past two years the liberal democrats largest donor was the joseph rowntree reform trust ltd a company which promotes political reform and constitutional change which gave a sum of â£ and fast food giants mcdonalds are listed as donating a sum of â£ this was a fee the firm paid for a room for an event held with the work and skills foundation during the partys conference the uk independence party which lost its main donor paul sykes amid the row over robert kilroysilks bid for the leadership last autumn took in â£ just â£ of this was cash and the remainder came in gifts in kind such as office space and printing registered political parties are required to set out each quarter all donations over â£ to their headquarters and over â£ to local constituency parties they receive it is an offence for a person to knowingly or recklessly make a false declaration about party donations,0
2218,kennedy predicts bigger turnoutvoters pent up passion could confound predictions of a low turnout in the coming general election charles kennedy has saidthe liberal democrat leader predicted concerns over iraq and other international and domestic issue would express themselves during the campaign his comments come as an inquiry looks at how best to boost voter turnouts exforeign secretary robin cook said people were not apathetic but fed up of pager politics and not being heard he like mr kennedy pointed to the hundreds of thousands of people who demonstrated against plans for the iraq warmr cook who is giving evidence to the power inquiry into voter turnout rates told bbc radio s today programme it was not fair to blame the public who were more interested in politics than ever before they are turned off by the way we do politics in britain theres a message there for politicians he urged politicians to avoid negative campaigning and to speak more from the heart we should be not so afraid to say what we stand for he also criticised the cult of personality politics theres far too much interest in celebrities politics are in danger of becoming another branch of the celebrity industry the government has tried a number of things in an attempt to boost voter turnout which fell to  in the last general election in  this has included bringing in directly elected mayors to head local authorities and trialling postal voting,0
